Year,LocalityCode,LocalityName,Treatment,Plot,Method,Agrostis_capillaris,Alchemilla_glabra,Alchemilla_sp_,Alnus_incana,Andromeda_polifolia,Anemone_nemorosa,Anthoxanthum_odoratum,Aqonitium_lycoctonium,Athyrium_filix_femina,Avenella_flexuosa,Bare_ground,Bare_ground_branch,Betula_pendula,Betula_pubescens,Blechnum_spicant,Bryophyta,Calamagrostis_phragmitoides,Calamagrostis_sp,Calluna_vulgaris,Cares_flava,Carex_canescens,Carex_echinata,Carex_nigra,Carex_pallescens,Carex_pilulifera,Carex_sp_,Cerastium_fontanum,Chamaepericlymenum_suecicum,Chrysosplenium_alternifolium,Circium_heterophyllum,Cirriphyllum_piliferum,Cow_shit,Cystopteris_fragilis,Dactylorhiza_fuchsii,Dactylorhiza_maculata,Deschampsia_cespitosa,Dicranum_sp,Dryopteris_carthusiana,Dryopteris_expansa,Dryopteris_filix_mas,Empetrum_nigrum,Epilobium_angustifolium,Epilobium_hornemannii,Epilobium_montanum,Epilobium_sp_,Equisetum_arvense,Equisetum_pratense,Equisetum_sylvaticum,Eriophorum_angustifolium,Eriophorum_vaginatum,Festuca_sp,Filipendula_ulmaria,Fragaria_vesca,Galeopsis_sp_,Galeopsis_tetrahit,Geranium_sylvaticum,Geum_rivale,Geum_urbanum,Goodyera_repens,Gras_1,Gymnocarpium_dryopteris,Huperzia_selago,Hylocomiastrum_umbratum,Hylocomium_splendens,Hypericum_sp,Juniperus_communis,Lichens,Linnaea_borealis,Listera_cordata,Listera_ovata,Litter,Luzula_pilosa,Luzula_sp_,Lycopodium_annotinum,Maianthemum_bifolium,Marchantiophyta,Melampyrum_pratense,Melampyrum_sylvaticum,Melica_nutans,Milium_effusum,Molinia_caerulea,No_occurrence,Orthilia_secunda,Oxalis_acetosella,Phegopteris_connectilis,Picea_abies,Pinguicula_vulgaris,Pinus_sylvestris,Plagiochila_asplenioides,Plagiomnium_ellipticum,Plagiomnium_undulatum,Plagiothecium_laetum_curvifolium,Plagiothecium_undulatum,Pleurozium_schreberi,Poa_nemoralis,Poa_pratensis,Poaceae,Polytrichum_astrum,Pooideae_sp_,Potentilla_erecta,Ptilidium_ciliare,Ptilium_crista_castrensis,Pyrola_sp_,Ranunculus_acris,Ranunculus_repens,Rhodobryum_roseum,Rhytidiadelphus_loreus,Rhytidiadelphus_squarrosus_subpinnatus,Rhytidiadelphus_triquetrus,Rubus_chamaemorus,Rubus_idaeus,Rubus_saxatilis,Rumex_acetosa,Salix_caprea,Salix_sp_,Sciuro_hypnum_reflexum,Sciuro_hypnum_starkei,Selaginella_selaginoides,Solidago_virgaurea,Sorbus_aucuparia,Sphagnum_sp,Stellaria_graminea,Taraxacum_officinale,Trientalis_europaea,Vaccinium_myrtillus,Vaccinium_uliginosum,Vaccinium_vitis_idaea,Veronica_chamaedrys,Veronica_officinalis,Viola_sp_
2016,BRB,Bratsberg,B,10,Point_Intercept,,,,,,,,,,16,,,,,,8,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,8,,,,1,,1,,,,,,,,,,,,,,,,,9,,,,,,1,,13,,,,,5,5,,,,,,,,,,,,,,,,1,12,,5,,,
2016,BRUB,Bratsberg,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,
2016,BRUB,Bratsberg,UB,3,Point_Intercept,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,77,,,,,35,,,,,
2016,BRUB,Bratsberg,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,BRUB,Bratsberg,UB,5,Point_Intercept,,,,,,,,,,40,,,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,14,,,,,,,3,,,,,,,,27,,,,,,,,3,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,2,2,,2,,,
2016,BRUB,Bratsberg,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRUB,Bratsberg,UB,6,Point_Intercept,1,,,,,,,,,22,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,14,1,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,11,,,,2,16,,16,,,
2016,BRUB,Bratsberg,UB,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRUB,Bratsberg,UB,7,Point_Intercept,,,,,,,,,,11,,,,,,6,,,27,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,10,,,,,1,,,,,,,,,,,,,,,,,,7,,,,3,,,1,5,,,,,2,4,,,,,,,,,,,,2,,,,,11,,2,,,
2016,BRUB,Bratsberg,UB,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,BRUB,Bratsberg,UB,10,Point_Intercept,,,,,,,,,,38,,,,,,5,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,11,,,,1,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,2,,,,,,,,,,,1,,,,1,5,,4,,,
2016,BRUB,Bratsberg,UB,1,Observed,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,BRUB,Bratsberg,UB,1,Point_Intercept,,,,,,,,,,2,,,,5,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,14,,,,,1,,,,,,,,,,,,54,,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,3,,,,,3,,1,,,
2016,BRUB,Bratsberg,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,BRUB,Bratsberg,UB,4,Point_Intercept,,,,,,,,,,23,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,7,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,2,19,,3,,,
2016,BRUB,Bratsberg,UB,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
2016,BRUB,Bratsberg,UB,2,Point_Intercept,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,15,,3,,,
2016,BRUB,Bratsberg,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,BRUB,Bratsberg,UB,8,Point_Intercept,1,,,,,,,,,24,,,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,13,,,,12,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,22,,,,,21,,9,,,
2016,BRUB,Bratsberg,UB,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2016,BRUB,Bratsberg,UB,9,Point_Intercept,,,,,,,,,,37,,,,27,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,11,,,,,,,,,,,,,,,41,,,,,,,,2,,,,5,,,,6,,,,,,1,,,,,,,,,,,,,,,,,12,,2,,,
2016,HIB,Hi_tydal,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,HIB,Hi_tydal,B,1,Point_Intercept,,,,,,,,,,12,,,,4,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,4,,1,,,
2016,HIB,Hi_tydal,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,
2016,HIB,Hi_tydal,B,2,Point_Intercept,,,,,,,,,,2,,,,8,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIB,Hi_tydal,B,3,Observed,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
2016,HIB,Hi_tydal,B,3,Point_Intercept,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,25,,7,,,
2016,HIB,Hi_tydal,B,4,Observed,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,HIB,Hi_tydal,B,4,Point_Intercept,,,,,,,,,,,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,18,,18,,,
2016,HIB,Hi_tydal,B,5,Observed,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIB,Hi_tydal,B,5,Point_Intercept,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,7,,,,,7,1,,,,,,,,,,,,,,,,,15,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,14,,17,,,
2016,HIB,Hi_tydal,B,6,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,HIB,Hi_tydal,B,6,Point_Intercept,,,,,,,,,,,1,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,29,,,
2016,HIB,Hi_tydal,B,9,Point_Intercept,,,,,,,,,,5,,,,,,13,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,7,,10,,,
2016,HIB,Hi_tydal,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,
2016,HIB,Hi_tydal,B,10,Point_Intercept,1,,,,,,,,,6,,,,,,2,5,,,,,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,14,,,,,5,,,,,,,,,,2,,,,,3,,,,,,,7,,,,1,,,,,,,,1,4,,,,,,,,1,,7,,,,,,,,,
2016,HIB,Hi_tydal,B,7,Point_Intercept,,,,,,,,,,1,,,,13,,9,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,7,,,,,13,1,,,,,,,,,15,,,,,,,,3,,,,,,,,10,,,,,,,,,2,,,,,,,,,,,,,1,12,,19,,,
2016,HIB,Hi_tydal,B,8,Observed,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIB,Hi_tydal,B,8,Point_Intercept,,,,,,,,,,10,,,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,13,,,,,2,1,,,,,,,,,,,,,,,,,3,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,2,,15,,,
2016,HIUB,Hi_tydal,UB,1,Point_Intercept,3,,,,,,,,,28,,,,17,,0,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,3,,,,,,,,,,,,,,,,10,,,,1,,,16,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,4,,,,,,,,,3,,,,,,,,6,,,,,2,2,,3,,,
2016,HIUB,Hi_tydal,UB,2,Point_Intercept,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,13,,,,,3,3,,,,,,,,,3,,,,,,,,9,,,,,,,,14,,,,,,,,,,,,,,,,,,,4,,,,28,,18,,,
2016,HIUB,Hi_tydal,UB,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIUB,Hi_tydal,UB,3,Point_Intercept,,,,,,,,,,36,,,,44,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,10,,,,,,,,,,,,,,,,3,,,,,,,15,,,,,6,3,,,,,,,,,,,,,,,,,7,,,,,,,1,4,,,,,1,,,,,,,,,,,,,,,,,1,11,,14,,,
2016,HIUB,Hi_tydal,UB,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIUB,Hi_tydal,UB,4,Point_Intercept,,,,,,,,,,5,,,32,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,13,,,,,3,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,20,,,
2016,HIUB,Hi_tydal,UB,5,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,HIUB,Hi_tydal,UB,5,Point_Intercept,,,,,,,,,,,,,,2,,11,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,5,,,,,7,3,,,,,,,,,,,,,,,,,7,,,,,,,,14,,,,,6,,,,,,,,,,,,,,3,,,,14,,16,,,
2016,HIUB,Hi_tydal,UB,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,HIUB,Hi_tydal,UB,6,Point_Intercept,,,,,,,,,,23,,,,1,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,22,,,,,,6,,,,,,,,,,,,,,,,3,,,,,,,14,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,3,7,,6,,,
2016,HIUB,Hi_tydal,UB,7,Point_Intercept,,,,,,,,,,10,,,,32,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,15,,,,,,,,,,,,,,,,4,,,,,,,15,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,2,29,,10,,,
2016,HIUB,Hi_tydal,UB,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,HIUB,Hi_tydal,UB,8,Point_Intercept,,,,,,,,,,7,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,,6,,,,,10,4,,,,,,,,,,,,,,,,,7,,,,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,13,,18,,,
2016,HIUB,Hi_tydal,UB,9,Point_Intercept,,,,,,,,,,2,,,,,,13,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,3,,,,,2,6,,,,,,,,,,,,,,,,,16,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,
2016,HIUB,Hi_tydal,UB,10,Observed,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,HIUB,Hi_tydal,UB,10,Point_Intercept,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,11,,,,1,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,11,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,8,,8,,,
2016,MAB,Malvik,B,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAB,Malvik,B,1,Point_Intercept,,,,,,,,,,18,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,10,,,,3,8,,,,,,,,,,,,,,,1,,,4,,,,,,,,14,,,,,8,,,,,,,,,,,,,,3,,,,,,6,,,
2016,MAB,Malvik,B,2,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAB,Malvik,B,2,Point_Intercept,,,,,,,,,,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,14,,,,3,8,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,1,,,,,,,,,,,,,2,,,,1,,15,,,
2016,MAB,Malvik,B,3,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
2016,MAB,Malvik,B,3,Point_Intercept,,,,,,,,,,21,,,,,,1,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,15,,,,,,,,,,,,,,,11,,,,,2,,,8,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,12,,14,,,
2016,MAB,Malvik,B,4,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAB,Malvik,B,4,Point_Intercept,,,,,,,,,,5,,,,,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,11,,,,,5,1,,,,,,,,,,,,,,,,,13,,,,,,,,9,,,,,3,1,,,,,,,,,,,,,3,,,2,9,,10,,,
2016,MAB,Malvik,B,5,Observed,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAB,Malvik,B,5,Point_Intercept,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,3,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,,,,,11,,,,,,,,7,,,,,8,,,,,,,,,,,,,,15,,,,4,,9,,,
2016,MAB,Malvik,B,6,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAB,Malvik,B,6,Point_Intercept,,,,,,,,,,2,,,,,,8,,,,,,,,,,,,9,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,8,,,,1,,1,,,,,,,,,,,,,,,,,15,,,,,,,,9,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,
2016,MAB,Malvik,B,7,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAB,Malvik,B,7,Point_Intercept,,,,,,,,,,14,,,,,,7,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,8,,,,,,2,,,,,,,,,,,,,10,,,,,,14,,,
2016,MAB,Malvik,B,8,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MAB,Malvik,B,8,Point_Intercept,,,,,,,,,,29,,,,,,1,,,,,,,,,,,,2,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,2,,,15,,,,,9,2,,,,,,,,,,,,,,,,,3,,,,,,,,8,,,,,,,,,,,,,,,1,,,,,,,7,4,,15,,,
2016,MAB,Malvik,B,9,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,
2016,MAB,Malvik,B,9,Point_Intercept,,,,,,,,,,4,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,9,,,,,4,4,,,,,,,,,,,,,,,,,13,,,,,,,,11,,,,,1,1,,,,,,,,,,,,,3,,,,3,,15,,,
2016,MAB,Malvik,B,10,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
2016,MAB,Malvik,B,10,Point_Intercept,,,,,,,,,,6,,,,,,2,,,,,,,,,,,,3,,,,,,,,,7,,,,14,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,14,,,,,8,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,1,1,,,,1,,8,,,
2016,MAUB,Malvik,UB,1,Observed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,
